;;;;;;;;;;;;
Capacidad Instlada;;;;;;;;;;;;
País;Año;Descripción;Dato;Unidad;;;;;;;;
México;2014;Nuclear;1400,00;MW;;;;;;;;
México;2014;Geotermia;813,00;MW;;;;;;;;
México;2014;Eólica;2036,00;MW;;;;;;;;
México;2014;Solar;56,00;MW;;;;;;;;
México;2014;Otros;0,30;MW;;;;;;;;
México;2014;Térmica renovable;1251,00;MW;;;;;;;;
Nicaragua;2014;Hidro;120,10;MW;;;;;;;;
Nicaragua;2014;Térmica no renovable;732,59;MW;;;;;;;;
Nicaragua;2014;Nuclear;;MW;;;;;;;;
Nicaragua;2014;Geotermia;154,50;MW;;;;;;;;
Nicaragua;2014;Eólica;186,20;MW;;;;;;;;
Nicaragua;2014;Solar;1,38;MW;;;;;;;;
Nicaragua;2014;Otros;;MW;;;;;;;;
Nicaragua;2014;Térmica renovable;133,80;MW;;;;;;;;
Panamá;2014;Hidro;1623,40;MW;;;;;;;;
Panamá;2014;Térmica no renovable;1147,80;MW;;;;;;;;
Panamá;2014;Nuclear;;MW;;;;;;;;
Panamá;2014;Geotermia;;MW;;;;;;;;
Panamá;2014;Eólica;55,00;MW;;;;;;;;
Panamá;2014;Solar;2,40;MW;;;;;;;;
Panamá;2014;Otros;;MW;;;;;;;;
Panamá;2014;Térmica renovable;;MW;;;;;;;;
Paraguay;2014;Hidro;8810,00;MW;;;;;;;;
Paraguay;2014;Térmica no renovable;14,70;MW;;;;;;;;
Paraguay;2014;Nuclear;;MW;;;;;;;;
Paraguay;2014;Geotermia;;MW;;;;;;;;
Paraguay;2014;Eólica;;MW;;;;;;;;
Paraguay;2014;Solar;;MW;;;;;;;;
Paraguay;2014;Otros;;MW;;;;;;;;
Paraguay;2014;Térmica renovable;;MW;;;;;;;;
Perú;2014;Hidro;3661,87;MW;;;;;;;;
Perú;2014;Térmica no renovable;7302,05;MW;;;;;;;;
Perú;2014;Nuclear;;MW;;;;;;;;
Perú;2014;Geotermia;;MW;;;;;;;;
Perú;2014;Eólica;142,70;MW;;;;;;;;
Perú;2014;Solar;96,00;MW;;;;;;;;
Perú;2014;Otros;;MW;;;;;;;;
Perú;2014;Térmica renovable;;MW;;;;;;;;
República Dominicana;2014;Hidro;616,85;MW;;;;;;;;
República Dominicana;2014;Térmica no renovable;4694,40;MW;;;;;;;;
República Dominicana;2014;Nuclear;;MW;;;;;;;;
República Dominicana;2014;Geotermia;;MW;;;;;;;;
República Dominicana;2014;Eólica;85,45;MW;;;;;;;;
República Dominicana;2014;Solar;12,74;MW;;;;;;;;
República Dominicana;2014;Otros;;MW;;;;;;;;
República Dominicana;2014;Térmica renovable;1,23;MW;;;;;;;;
Suriname;2014;Hidro;189,00;MW;;;;;;;;
Suriname;2014;Térmica no renovable;253,00;MW;;;;;;;;
Suriname;2014;Nuclear;;MW;;;;;;;;
Suriname;2014;Geotermia;;MW;;;;;;;;
Suriname;2014;Eólica;;MW;;;;;;;;
Suriname;2014;Solar;0,50;MW;;;;;;;;
Suriname;2014;Otros;;MW;;;;;;;;
Suriname;2014;Térmica renovable;;MW;;;;;;;;
Trinidad y Tobago;2014;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2014;Térmica no renovable;2046,43;MW;;;;;;;;
Trinidad y Tobago;2014;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2014;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2014;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2014;Solar;2,57;MW;;;;;;;;
Trinidad y Tobago;2014;Otros;;MW;;;;;;;;
Trinidad y Tobago;2014;Térmica renovable;;MW;;;;;;;;
Uruguay;2014;Hidro;1538,00;MW;;;;;;;;
Uruguay;2014;Térmica no renovable;1274,90;MW;;;;;;;;
Uruguay;2014;Nuclear;;MW;;;;;;;;
Uruguay;2014;Geotermia;;MW;;;;;;;;
Uruguay;2014;Eólica;481,28;MW;;;;;;;;
Uruguay;2014;Solar;3,70;MW;;;;;;;;
Uruguay;2014;Otros;;MW;;;;;;;;
Uruguay;2014;Térmica renovable;414,60;MW;;;;;;;;
Venezuela;2014;Hidro;14879,81;MW;;;;;;;;
Venezuela;2014;Térmica no renovable;15534,30;MW;;;;;;;;
Venezuela;2014;Nuclear;;MW;;;;;;;;
Venezuela;2014;Geotermia;;MW;;;;;;;;
Venezuela;2014;Eólica;50,20;MW;;;;;;;;
Venezuela;2014;Solar;2,93;MW;;;;;;;;
Venezuela;2014;Otros;;MW;;;;;;;;
Venezuela;2014;Térmica renovable;;MW;;;;;;;;
América Central;2014;Hidro;5670,70;MW;;;;;;;;
América Central;2014;Térmica no renovable;5239,49;MW;;;;;;;;
América Central;2014;Nuclear;0,00;MW;;;;;;;;
América Central;2014;Geotermia;610,31;MW;;;;;;;;
América Central;2014;Eólica;589,66;MW;;;;;;;;
América Central;2014;Solar;10,26;MW;;;;;;;;
América Central;2014;Otros;6,35;MW;;;;;;;;
América Central;2014;Térmica renovable;1035,74;MW;;;;;;;;
América del Sur;2014;Hidro;149477,73;MW;;;;;;;;
América del Sur;2014;Térmica no renovable;90626,73;MW;;;;;;;;
América del Sur;2014;Nuclear;3000,00;MW;;;;;;;;
América del Sur;2014;Geotermia;0,00;MW;;;;;;;;
América del Sur;2014;Eólica;6531,66;MW;;;;;;;;
América del Sur;2014;Solar;374,43;MW;;;;;;;;
América del Sur;2014;Otros;0,00;MW;;;;;;;;
América del Sur;2014;Térmica renovable;13587,53;MW;;;;;;;;
Caribe;2014;Hidro;958,75;MW;;;;;;;;
Caribe;2014;Térmica no renovable;14314,16;MW;;;;;;;;
Caribe;2014;Nuclear;;MW;;;;;;;;
Caribe;2014;Geotermia;;MW;;;;;;;;
Caribe;2014;Eólica;138,94;MW;;;;;;;;
Caribe;2014;Solar;53,68;MW;;;;;;;;
Caribe;2014;Otros;;MW;;;;;;;;
Caribe;2014;Térmica renovable;554,19;MW;;;;;;;;
Cono Sur;2014;Hidro;117085,48;MW;;;;;;;;
Cono Sur;2014;Térmica no renovable;57626,29;MW;;;;;;;;
Cono Sur;2014;Nuclear;3000,00;MW;;;;;;;;
Cono Sur;2014;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2014;Eólica;6296,15;MW;;;;;;;;
Cono Sur;2014;Solar;247,49;MW;;;;;;;;
Cono Sur;2014;Otros;0,00;MW;;;;;;;;
Cono Sur;2014;Térmica renovable;13256,93;MW;;;;;;;;
Cono Sur sin Brasil;2014;Hidro;27892,64;MW;;;;;;;;
Cono Sur sin Brasil;2014;Térmica no renovable;32140,59;MW;;;;;;;;
Cono Sur sin Brasil;2014;Nuclear;1010,00;MW;;;;;;;;
Cono Sur sin Brasil;2014;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2014;Eólica;1408,15;MW;;;;;;;;
Cono Sur sin Brasil;2014;Solar;232,49;MW;;;;;;;;
Cono Sur sin Brasil;2014;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2014;Térmica renovable;915,64;MW;;;;;;;;
Zona Andina;2014;Hidro;32203,25;MW;;;;;;;;
Zona Andina;2014;Térmica no renovable;32443,36;MW;;;;;;;;
Zona Andina;2014;Nuclear;;MW;;;;;;;;
Zona Andina;2014;Geotermia;;MW;;;;;;;;
Zona Andina;2014;Eólica;235,47;MW;;;;;;;;
Zona Andina;2014;Solar;125,34;MW;;;;;;;;
Zona Andina;2014;Otros;;MW;;;;;;;;
Zona Andina;2014;Térmica renovable;276,60;MW;;;;;;;;
América Latina y el Caribe;2014;Hidro;168376,18;MW;;;;;;;;
América Latina y el Caribe;2014;Térmica no renovable;157061,30;MW;;;;;;;;
América Latina y el Caribe;2014;Nuclear;4400,00;MW;;;;;;;;
América Latina y el Caribe;2014;Geotermia;1423,31;MW;;;;;;;;
América Latina y el Caribe;2014;Eólica;9296,22;MW;;;;;;;;
América Latina y el Caribe;2014;Solar;492,77;MW;;;;;;;;
América Latina y el Caribe;2014;Otros;6,65;MW;;;;;;;;
América Latina y el Caribe;2014;Térmica renovable;16374,46;MW;;;;;;;;
Argentina;2015;Hidro;11178,00;MW;;;;;;;;
Argentina;2015;Térmica no renovable;19688,00;MW;;;;;;;;
Argentina;2015;Nuclear;1755,00;MW;;;;;;;;
Argentina;2015;Geotermia;;MW;;;;;;;;
Argentina;2015;Eólica;187,00;MW;;;;;;;;
Argentina;2015;Solar;8,00;MW;;;;;;;;
Argentina;2015;Otros;0,00;MW;;;;;;;;
Argentina;2015;Térmica renovable;0,00;MW;;;;;;;;
Barbados;2015;Hidro;;MW;;;;;;;;
Barbados;2015;Térmica no renovable;224,00;MW;;;;;;;;
Barbados;2015;Nuclear;;MW;;;;;;;;
Barbados;2015;Geotermia;;MW;;;;;;;;
Barbados;2015;Eólica;;MW;;;;;;;;
Barbados;2015;Solar;25,00;MW;;;;;;;;
Barbados;2015;Otros;;MW;;;;;;;;
Barbados;2015;Térmica renovable;;MW;;;;;;;;
Belice;2015;Hidro;54,50;MW;;;;;;;;
Belice;2015;Térmica no renovable;71,10;MW;;;;;;;;
Belice;2015;Nuclear;;MW;;;;;;;;
Belice;2015;Geotermia;;MW;;;;;;;;
Belice;2015;Eólica;;MW;;;;;;;;
Belice;2015;Solar;0,48;MW;;;;;;;;
Belice;2015;Otros;;MW;;;;;;;;
Belice;2015;Térmica renovable;27,50;MW;;;;;;;;
Bolivia;2015;Hidro;494,87;MW;;;;;;;;
Bolivia;2015;Térmica no renovable;1794,27;MW;;;;;;;;
Bolivia;2015;Nuclear;;MW;;;;;;;;
Bolivia;2015;Geotermia;;MW;;;;;;;;
Bolivia;2015;Eólica;3,00;MW;;;;;;;;
Bolivia;2015;Solar;5,26;MW;;;;;;;;
Bolivia;2015;Otros;;MW;;;;;;;;
Bolivia;2015;Térmica renovable;118,50;MW;;;;;;;;
Brasil;2015;Hidro;91649,72;MW;;;;;;;;
Brasil;2015;Térmica no renovable;26307,19;MW;;;;;;;;
Brasil;2015;Nuclear;1990,00;MW;;;;;;;;
Brasil;2015;Geotermia;;MW;;;;;;;;
Brasil;2015;Eólica;7632,73;MW;;;;;;;;
Brasil;2015;Solar;31,35;MW;;;;;;;;
Brasil;2015;Otros;;MW;;;;;;;;
Brasil;2015;Térmica renovable;13256,62;MW;;;;;;;;
Chile;2015;Hidro;6440,21;MW;;;;;;;;
Chile;2015;Térmica no renovable;12053,60;MW;;;;;;;;
Chile;2015;Nuclear;0,00;MW;;;;;;;;
Chile;2015;Geotermia;0,00;MW;;;;;;;;
Chile;2015;Eólica;914,27;MW;;;;;;;;
Chile;2015;Solar;583,95;MW;;;;;;;;
Chile;2015;Otros;0,00;MW;;;;;;;;
Chile;2015;Térmica renovable;532,54;MW;;;;;;;;
Colombia;2015;Hidro;11500,55;MW;;;;;;;;
Colombia;2015;Térmica no renovable;4871,85;MW;;;;;;;;
Colombia;2015;Nuclear;;MW;;;;;;;;
Colombia;2015;Geotermia;;MW;;;;;;;;
Colombia;2015;Eólica;18,42;MW;;;;;;;;
Colombia;2015;Solar;;MW;;;;;;;;
Colombia;2015;Otros;;MW;;;;;;;;
Colombia;2015;Térmica renovable;93,20;MW;;;;;;;;
Costa Rica;2015;Hidro;1941,70;MW;;;;;;;;
Costa Rica;2015;Térmica no renovable;595,69;MW;;;;;;;;
Costa Rica;2015;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2015;Geotermia;217,36;MW;;;;;;;;
Costa Rica;2015;Eólica;265,46;MW;;;;;;;;
Costa Rica;2015;Solar;1,00;MW;;;;;;;;
Costa Rica;2015;Otros;0,00;MW;;;;;;;;
Costa Rica;2015;Térmica renovable;40,00;MW;;;;;;;;
Cuba;2015;Hidro;62,80;MW;;;;;;;;
Cuba;2015;Térmica no renovable;5686,84;MW;;;;;;;;
Cuba;2015;Nuclear;;MW;;;;;;;;
Cuba;2015;Geotermia;;MW;;;;;;;;
Cuba;2015;Eólica;11,75;MW;;;;;;;;
Cuba;2015;Solar;21,75;MW;;;;;;;;
Cuba;2015;Otros;;MW;;;;;;;;
Cuba;2015;Térmica renovable;530,36;MW;;;;;;;;
Ecuador;2015;Hidro;2407,61;MW;;;;;;;;
Ecuador;2015;Térmica no renovable;3406,38;MW;;;;;;;;
Ecuador;2015;Nuclear;;MW;;;;;;;;
Ecuador;2015;Geotermia;;MW;;;;;;;;
Ecuador;2015;Eólica;21,15;MW;;;;;;;;
Ecuador;2015;Solar;25,54;MW;;;;;;;;
Ecuador;2015;Otros;;MW;;;;;;;;
Ecuador;2015;Térmica renovable;144,30;MW;;;;;;;;
El Salvador;2015;Hidro;481,33;MW;;;;;;;;
El Salvador;2015;Térmica no renovable;756,60;MW;;;;;;;;
El Salvador;2015;Nuclear;;MW;;;;;;;;
El Salvador;2015;Geotermia;204,40;MW;;;;;;;;
El Salvador;2015;Eólica;;MW;;;;;;;;
El Salvador;2015;Solar;10,94;MW;;;;;;;;
El Salvador;2015;Otros;6,76;MW;;;;;;;;
El Salvador;2015;Térmica renovable;195,40;MW;;;;;;;;
Grenada;2015;Hidro;;MW;;;;;;;;
Grenada;2015;Térmica no renovable;52,41;MW;;;;;;;;
Grenada;2015;Nuclear;;MW;;;;;;;;
Grenada;2015;Geotermia;;MW;;;;;;;;
Grenada;2015;Eólica;;MW;;;;;;;;
Grenada;2015;Solar;0,18;MW;;;;;;;;
Grenada;2015;Otros;;MW;;;;;;;;
Grenada;2015;Térmica renovable;;MW;;;;;;;;
Guatemala;2015;Hidro;1039,45;MW;;;;;;;;
Guatemala;2015;Térmica no renovable;1258,28;MW;;;;;;;;
Guatemala;2015;Nuclear;;MW;;;;;;;;
Guatemala;2015;Geotermia;33,56;MW;;;;;;;;
Guatemala;2015;Eólica;75,90;MW;;;;;;;;
Guatemala;2015;Solar;85,00;MW;;;;;;;;
Guatemala;2015;Otros;;MW;;;;;;;;
Guatemala;2015;Térmica renovable;646,62;MW;;;;;;;;
Guyana;2015;Hidro;0,00;MW;;;;;;;;
Guyana;2015;Térmica no renovable;312,02;MW;;;;;;;;
Guyana;2015;Nuclear;;MW;;;;;;;;
Guyana;2015;Geotermia;;MW;;;;;;;;
Guyana;2015;Eólica;0,04;MW;;;;;;;;
Guyana;2015;Solar;3,29;MW;;;;;;;;
Guyana;2015;Otros;;MW;;;;;;;;
Guyana;2015;Térmica renovable;54,03;MW;;;;;;;;
Haiti;2015;Hidro;61,00;MW;;;;;;;;
Haiti;2015;Térmica no renovable;271,00;MW;;;;;;;;
Haiti;2015;Nuclear;;MW;;;;;;;;
Haiti;2015;Geotermia;;MW;;;;;;;;
Haiti;2015;Eólica;;MW;;;;;;;;
Haiti;2015;Solar;0,54;MW;;;;;;;;
Haiti;2015;Otros;;MW;;;;;;;;
Haiti;2015;Térmica renovable;;MW;;;;;;;;
Honduras;2015;Hidro;634,86;MW;;;;;;;;
Honduras;2015;Térmica no renovable;882,60;MW;;;;;;;;
Honduras;2015;Nuclear;;MW;;;;;;;;
Honduras;2015;Geotermia;0,00;MW;;;;;;;;
Honduras;2015;Eólica;152,00;MW;;;;;;;;
Honduras;2015;Solar;388,00;MW;;;;;;;;
Honduras;2015;Otros;;MW;;;;;;;;
Honduras;2015;Térmica renovable;172,23;MW;;;;;;;;
Jamaica;2015;Hidro;29,10;MW;;;;;;;;
Jamaica;2015;Térmica no renovable;874,00;MW;;;;;;;;
Jamaica;2015;Nuclear;;MW;;;;;;;;
Jamaica;2015;Geotermia;;MW;;;;;;;;
Jamaica;2015;Eólica;41,70;MW;;;;;;;;
Jamaica;2015;Solar;;MW;;;;;;;;
Jamaica;2015;Otros;;MW;;;;;;;;
Jamaica;2015;Térmica renovable;;MW;;;;;;;;
México;2015;Hidro;12489,00;MW;;;;;;;;
México;2015;Térmica no renovable;48801,00;MW;;;;;;;;
México;2015;Nuclear;1510,00;MW;;;;;;;;
México;2015;Geotermia;884,00;MW;;;;;;;;
México;2015;Eólica;2805,00;MW;;;;;;;;
México;2015;Solar;56,00;MW;;;;;;;;
México;2015;Otros;131,00;MW;;;;;;;;
México;2015;Térmica renovable;1350,00;MW;;;;;;;;
Nicaragua;2015;Hidro;137,60;MW;;;;;;;;
Nicaragua;2015;Térmica no renovable;732,59;MW;;;;;;;;
Nicaragua;2015;Nuclear;;MW;;;;;;;;
Nicaragua;2015;Geotermia;154,50;MW;;;;;;;;
Nicaragua;2015;Eólica;186,20;MW;;;;;;;;
Nicaragua;2015;Solar;1,38;MW;;;;;;;;
Nicaragua;2015;Otros;;MW;;;;;;;;
Nicaragua;2015;Térmica renovable;133,80;MW;;;;;;;;
Panamá;2015;Hidro;1726,00;MW;;;;;;;;
Panamá;2015;Térmica no renovable;1202,20;MW;;;;;;;;
Panamá;2015;Nuclear;;MW;;;;;;;;
Panamá;2015;Geotermia;;MW;;;;;;;;
Panamá;2015;Eólica;252,50;MW;;;;;;;;
Panamá;2015;Solar;43,20;MW;;;;;;;;
Panamá;2015;Otros;;MW;;;;;;;;
Panamá;2015;Térmica renovable;;MW;;;;;;;;
Paraguay;2015;Hidro;8810,00;MW;;;;;;;;
Paraguay;2015;Térmica no renovable;14,70;MW;;;;;;;;
Paraguay;2015;Nuclear;;MW;;;;;;;;
Paraguay;2015;Geotermia;;MW;;;;;;;;
Paraguay;2015;Eólica;;MW;;;;;;;;
Paraguay;2015;Solar;;MW;;;;;;;;
Paraguay;2015;Otros;;MW;;;;;;;;
Paraguay;2015;Térmica renovable;;MW;;;;;;;;
Perú;2015;Hidro;4151,84;MW;;;;;;;;
Perú;2015;Térmica no renovable;7700,98;MW;;;;;;;;
Perú;2015;Nuclear;;MW;;;;;;;;
Perú;2015;Geotermia;;MW;;;;;;;;
Perú;2015;Eólica;239,80;MW;;;;;;;;
Perú;2015;Solar;96,00;MW;;;;;;;;
Perú;2015;Otros;;MW;;;;;;;;
Perú;2015;Térmica renovable;;MW;;;;;;;;
República Dominicana;2015;Hidro;617,13;MW;;;;;;;;
República Dominicana;2015;Térmica no renovable;4481,10;MW;;;;;;;;
República Dominicana;2015;Nuclear;;MW;;;;;;;;
República Dominicana;2015;Geotermia;;MW;;;;;;;;
República Dominicana;2015;Eólica;85,45;MW;;;;;;;;
República Dominicana;2015;Solar;22,74;MW;;;;;;;;
República Dominicana;2015;Otros;;MW;;;;;;;;
República Dominicana;2015;Térmica renovable;1,72;MW;;;;;;;;
Suriname;2015;Hidro;189,00;MW;;;;;;;;
Suriname;2015;Térmica no renovable;286,50;MW;;;;;;;;
Suriname;2015;Nuclear;;MW;;;;;;;;
Suriname;2015;Geotermia;;MW;;;;;;;;
Suriname;2015;Eólica;;MW;;;;;;;;
Suriname;2015;Solar;0,50;MW;;;;;;;;
Suriname;2015;Otros;;MW;;;;;;;;
Suriname;2015;Térmica renovable;1,50;MW;;;;;;;;
Trinidad y Tobago;2015;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2015;Térmica no renovable;2046,43;MW;;;;;;;;
Trinidad y Tobago;2015;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2015;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2015;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2015;Solar;2,57;MW;;;;;;;;
Trinidad y Tobago;2015;Otros;;MW;;;;;;;;
Trinidad y Tobago;2015;Térmica renovable;;MW;;;;;;;;
Uruguay;2015;Hidro;1538,00;MW;;;;;;;;
Uruguay;2015;Térmica no renovable;1104,90;MW;;;;;;;;
Uruguay;2015;Nuclear;;MW;;;;;;;;
Uruguay;2015;Geotermia;;MW;;;;;;;;
Uruguay;2015;Eólica;856,76;MW;;;;;;;;
Uruguay;2015;Solar;64,48;MW;;;;;;;;
Uruguay;2015;Otros;;MW;;;;;;;;
Uruguay;2015;Térmica renovable;424,60;MW;;;;;;;;
Venezuela;2015;Hidro;15136,81;MW;;;;;;;;
Venezuela;2015;Térmica no renovable;15856,86;MW;;;;;;;;
Venezuela;2015;Nuclear;;MW;;;;;;;;
Venezuela;2015;Geotermia;;MW;;;;;;;;
Venezuela;2015;Eólica;50,20;MW;;;;;;;;
Venezuela;2015;Solar;3,01;MW;;;;;;;;
Venezuela;2015;Otros;;MW;;;;;;;;
Venezuela;2015;Térmica renovable;;MW;;;;;;;;
América Central;2015;Hidro;6015,43;MW;;;;;;;;
América Central;2015;Térmica no renovable;5499,06;MW;;;;;;;;
América Central;2015;Nuclear;0,00;MW;;;;;;;;
América Central;2015;Geotermia;609,82;MW;;;;;;;;
América Central;2015;Eólica;932,06;MW;;;;;;;;
América Central;2015;Solar;530,00;MW;;;;;;;;
América Central;2015;Otros;6,76;MW;;;;;;;;
América Central;2015;Térmica renovable;1215,55;MW;;;;;;;;
América del Sur;2015;Hidro;153496,61;MW;;;;;;;;
América del Sur;2015;Térmica no renovable;93397,26;MW;;;;;;;;
América del Sur;2015;Nuclear;3745,00;MW;;;;;;;;
América del Sur;2015;Geotermia;0,00;MW;;;;;;;;
América del Sur;2015;Eólica;9923,37;MW;;;;;;;;
América del Sur;2015;Solar;821,38;MW;;;;;;;;
América del Sur;2015;Otros;0,00;MW;;;;;;;;
América del Sur;2015;Térmica renovable;14625,29;MW;;;;;;;;
Caribe;2015;Hidro;959,03;MW;;;;;;;;
Caribe;2015;Térmica no renovable;14234,30;MW;;;;;;;;
Caribe;2015;Nuclear;;MW;;;;;;;;
Caribe;2015;Geotermia;;MW;;;;;;;;
Caribe;2015;Eólica;138,94;MW;;;;;;;;
Caribe;2015;Solar;76,57;MW;;;;;;;;
Caribe;2015;Otros;;MW;;;;;;;;
Caribe;2015;Térmica renovable;587,61;MW;;;;;;;;
Cono Sur;2015;Hidro;119615,93;MW;;;;;;;;
Cono Sur;2015;Térmica no renovable;59168,39;MW;;;;;;;;
Cono Sur;2015;Nuclear;3745,00;MW;;;;;;;;
Cono Sur;2015;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2015;Eólica;9590,76;MW;;;;;;;;
Cono Sur;2015;Solar;687,78;MW;;;;;;;;
Cono Sur;2015;Otros;0,00;MW;;;;;;;;
Cono Sur;2015;Térmica renovable;14213,76;MW;;;;;;;;
Cono Sur sin Brasil;2015;Hidro;27966,21;MW;;;;;;;;
Cono Sur sin Brasil;2015;Térmica no renovable;32861,20;MW;;;;;;;;
Cono Sur sin Brasil;2015;Nuclear;1755,00;MW;;;;;;;;
Cono Sur sin Brasil;2015;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2015;Eólica;1958,03;MW;;;;;;;;
Cono Sur sin Brasil;2015;Solar;656,44;MW;;;;;;;;
Cono Sur sin Brasil;2015;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2015;Térmica renovable;957,14;MW;;;;;;;;
Zona Andina;2015;Hidro;33691,68;MW;;;;;;;;
Zona Andina;2015;Térmica no renovable;33630,34;MW;;;;;;;;
Zona Andina;2015;Nuclear;;MW;;;;;;;;
Zona Andina;2015;Geotermia;;MW;;;;;;;;
Zona Andina;2015;Eólica;332,57;MW;;;;;;;;
Zona Andina;2015;Solar;129,81;MW;;;;;;;;
Zona Andina;2015;Otros;;MW;;;;;;;;
Zona Andina;2015;Térmica renovable;356,00;MW;;;;;;;;
América Latina y el Caribe;2015;Hidro;172771,06;MW;;;;;;;;
América Latina y el Caribe;2015;Térmica no renovable;161333,11;MW;;;;;;;;
América Latina y el Caribe;2015;Nuclear;5255,00;MW;;;;;;;;
América Latina y el Caribe;2015;Geotermia;1493,82;MW;;;;;;;;
América Latina y el Caribe;2015;Eólica;13799,33;MW;;;;;;;;
América Latina y el Caribe;2015;Solar;1480,16;MW;;;;;;;;
América Latina y el Caribe;2015;Otros;137,76;MW;;;;;;;;
América Latina y el Caribe;2015;Térmica renovable;17722,92;MW;;;;;;;;
Argentina;2016;Hidro;11239,94;MW;;;;;;;;
Argentina;2016;Térmica no renovable;20763,28;MW;;;;;;;;
Argentina;2016;Nuclear;1755,00;MW;;;;;;;;
Argentina;2016;Geotermia;;MW;;;;;;;;
Argentina;2016;Eólica;187,35;MW;;;;;;;;
Argentina;2016;Solar;8,20;MW;;;;;;;;
Argentina;2016;Otros;0,00;MW;;;;;;;;
Argentina;2016;Térmica renovable;16,60;MW;;;;;;;;
Barbados;2016;Hidro;;MW;;;;;;;;
Barbados;2016;Térmica no renovable;224,00;MW;;;;;;;;
Barbados;2016;Nuclear;;MW;;;;;;;;
Barbados;2016;Geotermia;;MW;;;;;;;;
Barbados;2016;Eólica;;MW;;;;;;;;
Barbados;2016;Solar;25,00;MW;;;;;;;;
Barbados;2016;Otros;;MW;;;;;;;;
Barbados;2016;Térmica renovable;;MW;;;;;;;;
Belice;2016;Hidro;51,30;MW;;;;;;;;
Belice;2016;Térmica no renovable;46,70;MW;;;;;;;;
Belice;2016;Nuclear;;MW;;;;;;;;
Belice;2016;Geotermia;;MW;;;;;;;;
Belice;2016;Eólica;;MW;;;;;;;;
Belice;2016;Solar;0,48;MW;;;;;;;;
Belice;2016;Otros;;MW;;;;;;;;
Belice;2016;Térmica renovable;13,50;MW;;;;;;;;
Bolivia;2016;Hidro;494,51;MW;;;;;;;;
Bolivia;2016;Térmica no renovable;1785,77;MW;;;;;;;;
Bolivia;2016;Nuclear;;MW;;;;;;;;
Bolivia;2016;Geotermia;;MW;;;;;;;;
Bolivia;2016;Eólica;27,00;MW;;;;;;;;
Bolivia;2016;Solar;5,26;MW;;;;;;;;
Bolivia;2016;Otros;;MW;;;;;;;;
Bolivia;2016;Térmica renovable;133,50;MW;;;;;;;;
Brasil;2016;Hidro;96925,00;MW;;;;;;;;
Brasil;2016;Térmica no renovable;27146,44;MW;;;;;;;;
Brasil;2016;Nuclear;1990,00;MW;;;;;;;;
Brasil;2016;Geotermia;;MW;;;;;;;;
Brasil;2016;Eólica;10128,94;MW;;;;;;;;
Brasil;2016;Solar;84,76;MW;;;;;;;;
Brasil;2016;Otros;;MW;;;;;;;;
Brasil;2016;Térmica renovable;14146,91;MW;;;;;;;;
Chile;2016;Hidro;6587,78;MW;;;;;;;;
Chile;2016;Térmica no renovable;13254,72;MW;;;;;;;;
Chile;2016;Nuclear;0,00;MW;;;;;;;;
Chile;2016;Geotermia;0,00;MW;;;;;;;;
Chile;2016;Eólica;1041,72;MW;;;;;;;;
Chile;2016;Solar;1132,29;MW;;;;;;;;
Chile;2016;Otros;0,00;MW;;;;;;;;
Chile;2016;Térmica renovable;536,47;MW;;;;;;;;
Colombia;2016;Hidro;11606,40;MW;;;;;;;;
Colombia;2016;Térmica no renovable;4876,45;MW;;;;;;;;
Colombia;2016;Nuclear;;MW;;;;;;;;
Colombia;2016;Geotermia;;MW;;;;;;;;
Colombia;2016;Eólica;18,42;MW;;;;;;;;
Colombia;2016;Solar;;MW;;;;;;;;
Colombia;2016;Otros;;MW;;;;;;;;
Colombia;2016;Térmica renovable;95,75;MW;;;;;;;;
Costa Rica;2016;Hidro;2328,05;MW;;;;;;;;
Costa Rica;2016;Térmica no renovable;571,69;MW;;;;;;;;
Costa Rica;2016;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2016;Geotermia;206,86;MW;;;;;;;;
Costa Rica;2016;Eólica;319,14;MW;;;;;;;;
Costa Rica;2016;Solar;1,00;MW;;;;;;;;
Costa Rica;2016;Otros;0,00;MW;;;;;;;;
Costa Rica;2016;Térmica renovable;40,00;MW;;;;;;;;
Cuba;2016;Hidro;65,90;MW;;;;;;;;
Cuba;2016;Térmica no renovable;5845,74;MW;;;;;;;;
Cuba;2016;Nuclear;;MW;;;;;;;;
Cuba;2016;Geotermia;;MW;;;;;;;;
Cuba;2016;Eólica;11,75;MW;;;;;;;;
Cuba;2016;Solar;34,85;MW;;;;;;;;
Cuba;2016;Otros;;MW;;;;;;;;
Cuba;2016;Térmica renovable;495,36;MW;;;;;;;;
