;;;;;;;;;;;;
Capacidad Instlada;;;;;;;;;;;;
País;Año;Descripción;Dato;Unidad;;;;;;;;
Ecuador;2016;Hidro;4446,36;MW;;;;;;;;
Ecuador;2016;Térmica no renovable;3586,14;MW;;;;;;;;
Ecuador;2016;Nuclear;;MW;;;;;;;;
Ecuador;2016;Geotermia;;MW;;;;;;;;
Ecuador;2016;Eólica;21,15;MW;;;;;;;;
Ecuador;2016;Solar;26,48;MW;;;;;;;;
Ecuador;2016;Otros;;MW;;;;;;;;
Ecuador;2016;Térmica renovable;146,30;MW;;;;;;;;
El Salvador;2016;Hidro;480,08;MW;;;;;;;;
El Salvador;2016;Térmica no renovable;756,60;MW;;;;;;;;
El Salvador;2016;Nuclear;;MW;;;;;;;;
El Salvador;2016;Geotermia;204,40;MW;;;;;;;;
El Salvador;2016;Eólica;;MW;;;;;;;;
El Salvador;2016;Solar;12,14;MW;;;;;;;;
El Salvador;2016;Otros;6,76;MW;;;;;;;;
El Salvador;2016;Térmica renovable;252,20;MW;;;;;;;;
Grenada;2016;Hidro;;MW;;;;;;;;
Grenada;2016;Térmica no renovable;52,41;MW;;;;;;;;
Grenada;2016;Nuclear;;MW;;;;;;;;
Grenada;2016;Geotermia;;MW;;;;;;;;
Grenada;2016;Eólica;;MW;;;;;;;;
Grenada;2016;Solar;1,10;MW;;;;;;;;
Grenada;2016;Otros;;MW;;;;;;;;
Grenada;2016;Térmica renovable;;MW;;;;;;;;
Guatemala;2016;Hidro;1312,23;MW;;;;;;;;
Guatemala;2016;Térmica no renovable;1237,32;MW;;;;;;;;
Guatemala;2016;Nuclear;;MW;;;;;;;;
Guatemala;2016;Geotermia;33,56;MW;;;;;;;;
Guatemala;2016;Eólica;75,90;MW;;;;;;;;
Guatemala;2016;Solar;85,00;MW;;;;;;;;
Guatemala;2016;Otros;;MW;;;;;;;;
Guatemala;2016;Térmica renovable;698,37;MW;;;;;;;;
Guyana;2016;Hidro;0,00;MW;;;;;;;;
Guyana;2016;Térmica no renovable;302,39;MW;;;;;;;;
Guyana;2016;Nuclear;;MW;;;;;;;;
Guyana;2016;Geotermia;;MW;;;;;;;;
Guyana;2016;Eólica;0,04;MW;;;;;;;;
Guyana;2016;Solar;3,36;MW;;;;;;;;
Guyana;2016;Otros;;MW;;;;;;;;
Guyana;2016;Térmica renovable;54,03;MW;;;;;;;;
Haiti;2016;Hidro;61,00;MW;;;;;;;;
Haiti;2016;Térmica no renovable;274,13;MW;;;;;;;;
Haiti;2016;Nuclear;;MW;;;;;;;;
Haiti;2016;Geotermia;;MW;;;;;;;;
Haiti;2016;Eólica;;MW;;;;;;;;
Haiti;2016;Solar;0,63;MW;;;;;;;;
Haiti;2016;Otros;;MW;;;;;;;;
Haiti;2016;Térmica renovable;;MW;;;;;;;;
Honduras;2016;Hidro;660,39;MW;;;;;;;;
Honduras;2016;Térmica no renovable;974,85;MW;;;;;;;;
Honduras;2016;Nuclear;;MW;;;;;;;;
Honduras;2016;Geotermia;0,00;MW;;;;;;;;
Honduras;2016;Eólica;175,00;MW;;;;;;;;
Honduras;2016;Solar;409,00;MW;;;;;;;;
Honduras;2016;Otros;;MW;;;;;;;;
Honduras;2016;Térmica renovable;209,67;MW;;;;;;;;
Jamaica;2016;Hidro;29,10;MW;;;;;;;;
Jamaica;2016;Térmica no renovable;874,00;MW;;;;;;;;
Jamaica;2016;Nuclear;;MW;;;;;;;;
Jamaica;2016;Geotermia;;MW;;;;;;;;
Jamaica;2016;Eólica;102,00;MW;;;;;;;;
Jamaica;2016;Solar;20,00;MW;;;;;;;;
Jamaica;2016;Otros;;MW;;;;;;;;
Jamaica;2016;Térmica renovable;;MW;;;;;;;;
México;2016;Hidro;12589,00;MW;;;;;;;;
México;2016;Térmica no renovable;52331,00;MW;;;;;;;;
México;2016;Nuclear;1608,00;MW;;;;;;;;
México;2016;Geotermia;909,00;MW;;;;;;;;
México;2016;Eólica;3735,00;MW;;;;;;;;
México;2016;Solar;145,00;MW;;;;;;;;
México;2016;Otros;262,00;MW;;;;;;;;
México;2016;Térmica renovable;1931,61;MW;;;;;;;;
Nicaragua;2016;Hidro;142,45;MW;;;;;;;;
Nicaragua;2016;Térmica no renovable;735,19;MW;;;;;;;;
Nicaragua;2016;Nuclear;;MW;;;;;;;;
Nicaragua;2016;Geotermia;154,50;MW;;;;;;;;
Nicaragua;2016;Eólica;186,20;MW;;;;;;;;
Nicaragua;2016;Solar;1,38;MW;;;;;;;;
Nicaragua;2016;Otros;;MW;;;;;;;;
Nicaragua;2016;Térmica renovable;176,60;MW;;;;;;;;
Panamá;2016;Hidro;1768,70;MW;;;;;;;;
Panamá;2016;Térmica no renovable;1242,80;MW;;;;;;;;
Panamá;2016;Nuclear;;MW;;;;;;;;
Panamá;2016;Geotermia;;MW;;;;;;;;
Panamá;2016;Eólica;270,00;MW;;;;;;;;
Panamá;2016;Solar;89,30;MW;;;;;;;;
Panamá;2016;Otros;;MW;;;;;;;;
Panamá;2016;Térmica renovable;8,10;MW;;;;;;;;
Paraguay;2016;Hidro;8810,00;MW;;;;;;;;
Paraguay;2016;Térmica no renovable;0,50;MW;;;;;;;;
Paraguay;2016;Nuclear;;MW;;;;;;;;
Paraguay;2016;Geotermia;;MW;;;;;;;;
Paraguay;2016;Eólica;;MW;;;;;;;;
Paraguay;2016;Solar;;MW;;;;;;;;
Paraguay;2016;Otros;;MW;;;;;;;;
Paraguay;2016;Térmica renovable;;MW;;;;;;;;
Perú;2016;Hidro;5189,25;MW;;;;;;;;
Perú;2016;Térmica no renovable;8988,52;MW;;;;;;;;
Perú;2016;Nuclear;;MW;;;;;;;;
Perú;2016;Geotermia;;MW;;;;;;;;
Perú;2016;Eólica;239,95;MW;;;;;;;;
Perú;2016;Solar;100,00;MW;;;;;;;;
Perú;2016;Otros;;MW;;;;;;;;
Perú;2016;Térmica renovable;;MW;;;;;;;;
República Dominicana;2016;Hidro;617,25;MW;;;;;;;;
República Dominicana;2016;Térmica no renovable;4337,35;MW;;;;;;;;
República Dominicana;2016;Nuclear;;MW;;;;;;;;
República Dominicana;2016;Geotermia;;MW;;;;;;;;
República Dominicana;2016;Eólica;134,95;MW;;;;;;;;
República Dominicana;2016;Solar;68,51;MW;;;;;;;;
República Dominicana;2016;Otros;;MW;;;;;;;;
República Dominicana;2016;Térmica renovable;36,67;MW;;;;;;;;
Suriname;2016;Hidro;189,00;MW;;;;;;;;
Suriname;2016;Térmica no renovable;309,50;MW;;;;;;;;
Suriname;2016;Nuclear;;MW;;;;;;;;
Suriname;2016;Geotermia;;MW;;;;;;;;
Suriname;2016;Eólica;;MW;;;;;;;;
Suriname;2016;Solar;0,50;MW;;;;;;;;
Suriname;2016;Otros;;MW;;;;;;;;
Suriname;2016;Térmica renovable;1,50;MW;;;;;;;;
Trinidad y Tobago;2016;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2016;Térmica no renovable;2046,43;MW;;;;;;;;
Trinidad y Tobago;2016;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2016;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2016;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2016;Solar;2,57;MW;;;;;;;;
Trinidad y Tobago;2016;Otros;;MW;;;;;;;;
Trinidad y Tobago;2016;Térmica renovable;;MW;;;;;;;;
Uruguay;2016;Hidro;1538,00;MW;;;;;;;;
Uruguay;2016;Térmica no renovable;649,90;MW;;;;;;;;
Uruguay;2016;Nuclear;;MW;;;;;;;;
Uruguay;2016;Geotermia;;MW;;;;;;;;
Uruguay;2016;Eólica;1211,46;MW;;;;;;;;
Uruguay;2016;Solar;88,98;MW;;;;;;;;
Uruguay;2016;Otros;;MW;;;;;;;;
Uruguay;2016;Térmica renovable;424,60;MW;;;;;;;;
Venezuela;2016;Hidro;15136,81;MW;;;;;;;;
Venezuela;2016;Térmica no renovable;16721,88;MW;;;;;;;;
Venezuela;2016;Nuclear;;MW;;;;;;;;
Venezuela;2016;Geotermia;;MW;;;;;;;;
Venezuela;2016;Eólica;50,20;MW;;;;;;;;
Venezuela;2016;Solar;3,01;MW;;;;;;;;
Venezuela;2016;Otros;;MW;;;;;;;;
Venezuela;2016;Térmica renovable;;MW;;;;;;;;
América Central;2016;Hidro;6743,20;MW;;;;;;;;
América Central;2016;Térmica no renovable;5565,15;MW;;;;;;;;
América Central;2016;Nuclear;0,00;MW;;;;;;;;
América Central;2016;Geotermia;599,32;MW;;;;;;;;
América Central;2016;Eólica;1026,24;MW;;;;;;;;
América Central;2016;Solar;598,30;MW;;;;;;;;
América Central;2016;Otros;6,76;MW;;;;;;;;
América Central;2016;Térmica renovable;1398,44;MW;;;;;;;;
América del Sur;2016;Hidro;162163,04;MW;;;;;;;;
América del Sur;2016;Térmica no renovable;98385,49;MW;;;;;;;;
América del Sur;2016;Nuclear;3745,00;MW;;;;;;;;
América del Sur;2016;Geotermia;0,00;MW;;;;;;;;
América del Sur;2016;Eólica;12926,23;MW;;;;;;;;
América del Sur;2016;Solar;1452,84;MW;;;;;;;;
América del Sur;2016;Otros;0,00;MW;;;;;;;;
América del Sur;2016;Térmica renovable;15555,66;MW;;;;;;;;
Caribe;2016;Hidro;962,25;MW;;;;;;;;
Caribe;2016;Térmica no renovable;14265,95;MW;;;;;;;;
Caribe;2016;Nuclear;;MW;;;;;;;;
Caribe;2016;Geotermia;;MW;;;;;;;;
Caribe;2016;Eólica;248,74;MW;;;;;;;;
Caribe;2016;Solar;156,52;MW;;;;;;;;
Caribe;2016;Otros;;MW;;;;;;;;
Caribe;2016;Térmica renovable;587,56;MW;;;;;;;;
Cono Sur;2016;Hidro;125100,72;MW;;;;;;;;
Cono Sur;2016;Térmica no renovable;61814,84;MW;;;;;;;;
Cono Sur;2016;Nuclear;3745,00;MW;;;;;;;;
Cono Sur;2016;Geotermia;0,00;MW;;;;;;;;
Cono Sur;2016;Eólica;12569,47;MW;;;;;;;;
Cono Sur;2016;Solar;1314,24;MW;;;;;;;;
Cono Sur;2016;Otros;0,00;MW;;;;;;;;
Cono Sur;2016;Térmica renovable;15124,58;MW;;;;;;;;
Cono Sur sin Brasil;2016;Hidro;28175,72;MW;;;;;;;;
Cono Sur sin Brasil;2016;Térmica no renovable;34668,40;MW;;;;;;;;
Cono Sur sin Brasil;2016;Nuclear;1755,00;MW;;;;;;;;
Cono Sur sin Brasil;2016;Geotermia;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2016;Eólica;2440,53;MW;;;;;;;;
Cono Sur sin Brasil;2016;Solar;1229,48;MW;;;;;;;;
Cono Sur sin Brasil;2016;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2016;Térmica renovable;977,67;MW;;;;;;;;
Zona Andina;2016;Hidro;36873,32;MW;;;;;;;;
Zona Andina;2016;Térmica no renovable;35958,76;MW;;;;;;;;
Zona Andina;2016;Nuclear;;MW;;;;;;;;
Zona Andina;2016;Geotermia;;MW;;;;;;;;
Zona Andina;2016;Eólica;356,72;MW;;;;;;;;
Zona Andina;2016;Solar;134,75;MW;;;;;;;;
Zona Andina;2016;Otros;;MW;;;;;;;;
Zona Andina;2016;Térmica renovable;375,55;MW;;;;;;;;
América Latina y el Caribe;2016;Hidro;182268,49;MW;;;;;;;;
América Latina y el Caribe;2016;Térmica no renovable;169935,70;MW;;;;;;;;
América Latina y el Caribe;2016;Nuclear;5353,00;MW;;;;;;;;
América Latina y el Caribe;2016;Geotermia;1508,32;MW;;;;;;;;
América Latina y el Caribe;2016;Eólica;17936,17;MW;;;;;;;;
América Latina y el Caribe;2016;Solar;2348,81;MW;;;;;;;;
América Latina y el Caribe;2016;Otros;268,76;MW;;;;;;;;
América Latina y el Caribe;2016;Térmica renovable;19417,74;MW;;;;;;;;
Argentina;2017;Hidro;11242,82;MW;;;;;;;;
Argentina;2017;Térmica no renovable;22895,76;MW;;;;;;;;
Argentina;2017;Nuclear;1755,00;MW;;;;;;;;
Argentina;2017;Geotermia;;MW;;;;;;;;
Argentina;2017;Eólica;226,65;MW;;;;;;;;
Argentina;2017;Solar;8,20;MW;;;;;;;;
Argentina;2017;Otros;0,00;MW;;;;;;;;
Argentina;2017;Térmica renovable;21,52;MW;;;;;;;;
Barbados;2017;Hidro;;MW;;;;;;;;
Barbados;2017;Térmica no renovable;224,00;MW;;;;;;;;
Barbados;2017;Nuclear;;MW;;;;;;;;
Barbados;2017;Geotermia;;MW;;;;;;;;
Barbados;2017;Eólica;;MW;;;;;;;;
Barbados;2017;Solar;25,00;MW;;;;;;;;
Barbados;2017;Otros;;MW;;;;;;;;
Barbados;2017;Térmica renovable;;MW;;;;;;;;
Belice;2017;Hidro;51,30;MW;;;;;;;;
Belice;2017;Térmica no renovable;46,70;MW;;;;;;;;
Belice;2017;Nuclear;;MW;;;;;;;;
Belice;2017;Geotermia;;MW;;;;;;;;
Belice;2017;Eólica;;MW;;;;;;;;
Belice;2017;Solar;0,48;MW;;;;;;;;
Belice;2017;Otros;;MW;;;;;;;;
Belice;2017;Térmica renovable;21,50;MW;;;;;;;;
Bolivia;2017;Hidro;619,40;MW;;;;;;;;
Bolivia;2017;Térmica no renovable;1812,00;MW;;;;;;;;
Bolivia;2017;Nuclear;;MW;;;;;;;;
Bolivia;2017;Geotermia;;MW;;;;;;;;
Bolivia;2017;Eólica;27,00;MW;;;;;;;;
Bolivia;2017;Solar;10,80;MW;;;;;;;;
Bolivia;2017;Otros;;MW;;;;;;;;
Bolivia;2017;Térmica renovable;141,00;MW;;;;;;;;
Brasil;2017;Hidro;100319,00;MW;;;;;;;;
Brasil;2017;Térmica no renovable;27050,70;MW;;;;;;;;
Brasil;2017;Nuclear;1990,00;MW;;;;;;;;
Brasil;2017;Geotermia;;MW;;;;;;;;
Brasil;2017;Eólica;12293,24;MW;;;;;;;;
Brasil;2017;Solar;1096,30;MW;;;;;;;;
Brasil;2017;Otros;;MW;;;;;;;;
Brasil;2017;Térmica renovable;14830,70;MW;;;;;;;;
Chile;2017;Hidro;6600,63;MW;;;;;;;;
Chile;2017;Térmica no renovable;13272,68;MW;;;;;;;;
Chile;2017;Nuclear;0,00;MW;;;;;;;;
Chile;2017;Geotermia;;MW;;;;;;;;
Chile;2017;Eólica;1310,42;MW;;;;;;;;
Chile;2017;Solar;1762,86;MW;;;;;;;;
Chile;2017;Otros;0,00;MW;;;;;;;;
Chile;2017;Térmica renovable;539,47;MW;;;;;;;;
Colombia;2017;Hidro;11725,63;MW;;;;;;;;
Colombia;2017;Térmica no renovable;4948,95;MW;;;;;;;;
Colombia;2017;Nuclear;;MW;;;;;;;;
Colombia;2017;Geotermia;;MW;;;;;;;;
Colombia;2017;Eólica;18,42;MW;;;;;;;;
Colombia;2017;Solar;9,80;MW;;;;;;;;
Colombia;2017;Otros;;MW;;;;;;;;
Colombia;2017;Térmica renovable;134,65;MW;;;;;;;;
Costa Rica;2017;Hidro;2328,11;MW;;;;;;;;
Costa Rica;2017;Térmica no renovable;571,69;MW;;;;;;;;
Costa Rica;2017;Nuclear;0,00;MW;;;;;;;;
Costa Rica;2017;Geotermia;206,86;MW;;;;;;;;
Costa Rica;2017;Eólica;377,82;MW;;;;;;;;
Costa Rica;2017;Solar;5,40;MW;;;;;;;;
Costa Rica;2017;Otros;0,00;MW;;;;;;;;
Costa Rica;2017;Térmica renovable;40,00;MW;;;;;;;;
Cuba;2017;Hidro;65,90;MW;;;;;;;;
Cuba;2017;Térmica no renovable;5829,44;MW;;;;;;;;
Cuba;2017;Nuclear;;MW;;;;;;;;
Cuba;2017;Geotermia;;MW;;;;;;;;
Cuba;2017;Eólica;11,75;MW;;;;;;;;
Cuba;2017;Solar;73,35;MW;;;;;;;;
Cuba;2017;Otros;;MW;;;;;;;;
Cuba;2017;Térmica renovable;495,36;MW;;;;;;;;
Ecuador;2017;Hidro;4486,41;MW;;;;;;;;
Ecuador;2017;Térmica no renovable;2758,76;MW;;;;;;;;
Ecuador;2017;Nuclear;;MW;;;;;;;;
Ecuador;2017;Geotermia;;MW;;;;;;;;
Ecuador;2017;Eólica;21,15;MW;;;;;;;;
Ecuador;2017;Solar;25,59;MW;;;;;;;;
Ecuador;2017;Otros;;MW;;;;;;;;
Ecuador;2017;Térmica renovable;142,90;MW;;;;;;;;
El Salvador;2017;Hidro;574,38;MW;;;;;;;;
El Salvador;2017;Térmica no renovable;756,60;MW;;;;;;;;
El Salvador;2017;Nuclear;;MW;;;;;;;;
El Salvador;2017;Geotermia;204,40;MW;;;;;;;;
El Salvador;2017;Eólica;;MW;;;;;;;;
El Salvador;2017;Solar;121,18;MW;;;;;;;;
El Salvador;2017;Otros;6,91;MW;;;;;;;;
El Salvador;2017;Térmica renovable;263,45;MW;;;;;;;;
Grenada;2017;Hidro;;MW;;;;;;;;
Grenada;2017;Térmica no renovable;52,41;MW;;;;;;;;
Grenada;2017;Nuclear;;MW;;;;;;;;
Grenada;2017;Geotermia;;MW;;;;;;;;
Grenada;2017;Eólica;;MW;;;;;;;;
Grenada;2017;Solar;1,10;MW;;;;;;;;
Grenada;2017;Otros;;MW;;;;;;;;
Grenada;2017;Térmica renovable;;MW;;;;;;;;
Guatemala;2017;Hidro;1324,02;MW;;;;;;;;
Guatemala;2017;Térmica no renovable;1162,75;MW;;;;;;;;
Guatemala;2017;Nuclear;;MW;;;;;;;;
Guatemala;2017;Geotermia;33,56;MW;;;;;;;;
Guatemala;2017;Eólica;75,00;MW;;;;;;;;
Guatemala;2017;Solar;85,00;MW;;;;;;;;
Guatemala;2017;Otros;;MW;;;;;;;;
Guatemala;2017;Térmica renovable;681,97;MW;;;;;;;;
Guyana;2017;Hidro;0,00;MW;;;;;;;;
Guyana;2017;Térmica no renovable;292,94;MW;;;;;;;;
Guyana;2017;Nuclear;;MW;;;;;;;;
Guyana;2017;Geotermia;;MW;;;;;;;;
Guyana;2017;Eólica;0,04;MW;;;;;;;;
Guyana;2017;Solar;4,86;MW;;;;;;;;
Guyana;2017;Otros;;MW;;;;;;;;
Guyana;2017;Térmica renovable;50,03;MW;;;;;;;;
Haiti;2017;Hidro;61,00;MW;;;;;;;;
Haiti;2017;Térmica no renovable;282,02;MW;;;;;;;;
Haiti;2017;Nuclear;;MW;;;;;;;;
Haiti;2017;Geotermia;;MW;;;;;;;;
Haiti;2017;Eólica;;MW;;;;;;;;
Haiti;2017;Solar;0,63;MW;;;;;;;;
Haiti;2017;Otros;;MW;;;;;;;;
Haiti;2017;Térmica renovable;;MW;;;;;;;;
Honduras;2017;Hidro;665,79;MW;;;;;;;;
Honduras;2017;Térmica no renovable;974,85;MW;;;;;;;;
Honduras;2017;Nuclear;;MW;;;;;;;;
Honduras;2017;Geotermia;35,00;MW;;;;;;;;
Honduras;2017;Eólica;225,00;MW;;;;;;;;
Honduras;2017;Solar;450,90;MW;;;;;;;;
Honduras;2017;Otros;;MW;;;;;;;;
Honduras;2017;Térmica renovable;209,67;MW;;;;;;;;
Jamaica;2017;Hidro;29,10;MW;;;;;;;;
Jamaica;2017;Térmica no renovable;874,00;MW;;;;;;;;
Jamaica;2017;Nuclear;;MW;;;;;;;;
Jamaica;2017;Geotermia;;MW;;;;;;;;
Jamaica;2017;Eólica;102,00;MW;;;;;;;;
Jamaica;2017;Solar;20,00;MW;;;;;;;;
Jamaica;2017;Otros;;MW;;;;;;;;
Jamaica;2017;Térmica renovable;;MW;;;;;;;;
México;2017;Hidro;12642,00;MW;;;;;;;;
México;2017;Térmica no renovable;53358,00;MW;;;;;;;;
México;2017;Nuclear;1608,00;MW;;;;;;;;
México;2017;Geotermia;926,00;MW;;;;;;;;
México;2017;Eólica;4199,00;MW;;;;;;;;
México;2017;Solar;214,00;MW;;;;;;;;
México;2017;Otros;474,00;MW;;;;;;;;
México;2017;Térmica renovable;2264,61;MW;;;;;;;;
Nicaragua;2017;Hidro;142,45;MW;;;;;;;;
Nicaragua;2017;Térmica no renovable;808,66;MW;;;;;;;;
Nicaragua;2017;Nuclear;;MW;;;;;;;;
Nicaragua;2017;Geotermia;154,50;MW;;;;;;;;
Nicaragua;2017;Eólica;186,20;MW;;;;;;;;
Nicaragua;2017;Solar;13,96;MW;;;;;;;;
Nicaragua;2017;Otros;;MW;;;;;;;;
Nicaragua;2017;Térmica renovable;176,60;MW;;;;;;;;
Panamá;2017;Hidro;1777,30;MW;;;;;;;;
Panamá;2017;Térmica no renovable;1224,90;MW;;;;;;;;
Panamá;2017;Nuclear;;MW;;;;;;;;
Panamá;2017;Geotermia;;MW;;;;;;;;
Panamá;2017;Eólica;270,00;MW;;;;;;;;
Panamá;2017;Solar;143,00;MW;;;;;;;;
Panamá;2017;Otros;;MW;;;;;;;;
Panamá;2017;Térmica renovable;8,10;MW;;;;;;;;
Paraguay;2017;Hidro;8810,00;MW;;;;;;;;
Paraguay;2017;Térmica no renovable;0,50;MW;;;;;;;;
Paraguay;2017;Nuclear;;MW;;;;;;;;
Paraguay;2017;Geotermia;;MW;;;;;;;;
Paraguay;2017;Eólica;;MW;;;;;;;;
Paraguay;2017;Solar;;MW;;;;;;;;
Paraguay;2017;Otros;;MW;;;;;;;;
Paraguay;2017;Térmica renovable;;MW;;;;;;;;
Perú;2017;Hidro;5245,93;MW;;;;;;;;
Perú;2017;Térmica no renovable;8848,21;MW;;;;;;;;
Perú;2017;Nuclear;;MW;;;;;;;;
Perú;2017;Geotermia;;MW;;;;;;;;
Perú;2017;Eólica;239,95;MW;;;;;;;;
Perú;2017;Solar;244,48;MW;;;;;;;;
Perú;2017;Otros;;MW;;;;;;;;
Perú;2017;Térmica renovable;156,20;MW;;;;;;;;
República Dominicana;2017;Hidro;617,38;MW;;;;;;;;
República Dominicana;2017;Térmica no renovable;4242,42;MW;;;;;;;;
República Dominicana;2017;Nuclear;;MW;;;;;;;;
República Dominicana;2017;Geotermia;;MW;;;;;;;;
República Dominicana;2017;Eólica;134,95;MW;;;;;;;;
República Dominicana;2017;Solar;103,45;MW;;;;;;;;
República Dominicana;2017;Otros;;MW;;;;;;;;
República Dominicana;2017;Térmica renovable;36,67;MW;;;;;;;;
Suriname;2017;Hidro;189,00;MW;;;;;;;;
Suriname;2017;Térmica no renovable;309,50;MW;;;;;;;;
Suriname;2017;Nuclear;;MW;;;;;;;;
Suriname;2017;Geotermia;;MW;;;;;;;;
Suriname;2017;Eólica;;MW;;;;;;;;
Suriname;2017;Solar;0,50;MW;;;;;;;;
Suriname;2017;Otros;;MW;;;;;;;;
Suriname;2017;Térmica renovable;1,50;MW;;;;;;;;
Trinidad y Tobago;2017;Hidro;;MW;;;;;;;;
Trinidad y Tobago;2017;Térmica no renovable;2046,43;MW;;;;;;;;
Trinidad y Tobago;2017;Nuclear;;MW;;;;;;;;
Trinidad y Tobago;2017;Geotermia;;MW;;;;;;;;
Trinidad y Tobago;2017;Eólica;;MW;;;;;;;;
Trinidad y Tobago;2017;Solar;2,57;MW;;;;;;;;
Trinidad y Tobago;2017;Otros;;MW;;;;;;;;
Trinidad y Tobago;2017;Térmica renovable;;MW;;;;;;;;
Uruguay;2017;Hidro;1538,00;MW;;;;;;;;
Uruguay;2017;Térmica no renovable;829,90;MW;;;;;;;;
Uruguay;2017;Nuclear;;MW;;;;;;;;
Uruguay;2017;Geotermia;;MW;;;;;;;;
Uruguay;2017;Eólica;1510,66;MW;;;;;;;;
Uruguay;2017;Solar;242,64;MW;;;;;;;;
Uruguay;2017;Otros;;MW;;;;;;;;
Uruguay;2017;Térmica renovable;424,60;MW;;;;;;;;
Venezuela;2017;Hidro;15136,81;MW;;;;;;;;
Venezuela;2017;Térmica no renovable;16721,88;MW;;;;;;;;
Venezuela;2017;Nuclear;;MW;;;;;;;;
Venezuela;2017;Geotermia;;MW;;;;;;;;
Venezuela;2017;Eólica;50,20;MW;;;;;;;;
Venezuela;2017;Solar;3,01;MW;;;;;;;;
Venezuela;2017;Otros;;MW;;;;;;;;
Venezuela;2017;Térmica renovable;;MW;;;;;;;;
América Central;2017;Hidro;6863,34;MW;;;;;;;;
América Central;2017;Térmica no renovable;5546,15;MW;;;;;;;;
América Central;2017;Nuclear;0,00;MW;;;;;;;;
América Central;2017;Geotermia;634,32;MW;;;;;;;;
América Central;2017;Eólica;1134,02;MW;;;;;;;;
América Central;2017;Solar;819,92;MW;;;;;;;;
América Central;2017;Otros;6,91;MW;;;;;;;;
América Central;2017;Térmica renovable;1401,29;MW;;;;;;;;
América del Sur;2017;Hidro;165913,63;MW;;;;;;;;
América del Sur;2017;Térmica no renovable;99741,76;MW;;;;;;;;
América del Sur;2017;Nuclear;3745,00;MW;;;;;;;;
América del Sur;2017;Geotermia;;MW;;;;;;;;
América del Sur;2017;Eólica;15697,73;MW;;;;;;;;
América del Sur;2017;Solar;3409,04;MW;;;;;;;;
América del Sur;2017;Otros;0,00;MW;;;;;;;;
América del Sur;2017;Térmica renovable;16442,57;MW;;;;;;;;
Caribe;2017;Hidro;962,38;MW;;;;;;;;
Caribe;2017;Térmica no renovable;14153,15;MW;;;;;;;;
Caribe;2017;Nuclear;;MW;;;;;;;;
Caribe;2017;Geotermia;;MW;;;;;;;;
Caribe;2017;Eólica;248,74;MW;;;;;;;;
Caribe;2017;Solar;231,46;MW;;;;;;;;
Caribe;2017;Otros;;MW;;;;;;;;
Caribe;2017;Térmica renovable;583,56;MW;;;;;;;;
Cono Sur;2017;Hidro;128510,45;MW;;;;;;;;
Cono Sur;2017;Térmica no renovable;64049,53;MW;;;;;;;;
Cono Sur;2017;Nuclear;3745,00;MW;;;;;;;;
Cono Sur;2017;Geotermia;;MW;;;;;;;;
Cono Sur;2017;Eólica;15340,97;MW;;;;;;;;
Cono Sur;2017;Solar;3110,00;MW;;;;;;;;
Cono Sur;2017;Otros;0,00;MW;;;;;;;;
Cono Sur;2017;Térmica renovable;15816,29;MW;;;;;;;;
Cono Sur sin Brasil;2017;Hidro;28191,45;MW;;;;;;;;
Cono Sur sin Brasil;2017;Térmica no renovable;36998,83;MW;;;;;;;;
Cono Sur sin Brasil;2017;Nuclear;1755,00;MW;;;;;;;;
Cono Sur sin Brasil;2017;Geotermia;;MW;;;;;;;;
Cono Sur sin Brasil;2017;Eólica;3047,73;MW;;;;;;;;
Cono Sur sin Brasil;2017;Solar;2013,70;MW;;;;;;;;
Cono Sur sin Brasil;2017;Otros;0,00;MW;;;;;;;;
Cono Sur sin Brasil;2017;Térmica renovable;985,59;MW;;;;;;;;
Zona Andina;2017;Hidro;37214,18;MW;;;;;;;;
Zona Andina;2017;Térmica no renovable;35089,80;MW;;;;;;;;
Zona Andina;2017;Nuclear;;MW;;;;;;;;
Zona Andina;2017;Geotermia;;MW;;;;;;;;
Zona Andina;2017;Eólica;356,72;MW;;;;;;;;
Zona Andina;2017;Solar;293,68;MW;;;;;;;;
Zona Andina;2017;Otros;;MW;;;;;;;;
Zona Andina;2017;Térmica renovable;574,75;MW;;;;;;;;
América Latina y el Caribe;2017;Hidro;186192,35;MW;;;;;;;;
América Latina y el Caribe;2017;Térmica no renovable;172196,63;MW;;;;;;;;
América Latina y el Caribe;2017;Nuclear;5353,00;MW;;;;;;;;
América Latina y el Caribe;2017;Geotermia;1560,32;MW;;;;;;;;
América Latina y el Caribe;2017;Eólica;21279,45;MW;;;;;;;;
América Latina y el Caribe;2017;Solar;4669,06;MW;;;;;;;;
América Latina y el Caribe;2017;Otros;480,91;MW;;;;;;;;
América Latina y el Caribe;2017;Térmica renovable;20640,50;MW;;;;;;;;
Argentina;2018;Hidro;11288,32;MW;;;;;;;;
Argentina;2018;Térmica no renovable;24530,77;MW;;;;;;;;
Argentina;2018;Nuclear;1755,00;MW;;;;;;;;
Argentina;2018;Geotermia;;MW;;;;;;;;
Argentina;2018;Eólica;750,25;MW;;;;;;;;
